Date,Product,Region,Store Location,Initial Inventory,Restocks,Sales Impact,Current Inventory
4/12/2024,Espresso,South,Store C,574,157,240,172
4/12/2024,Mocha,West,Store A,314,26,114,112
4/12/2024,Espresso,East,Store B,441,74,84,377
4/12/2024,Latte,South,Store D,533,57,127,337
4/13/2024,Mocha,South,Store A,502,61,118,177
4/13/2024,Cappuccino,North,Store A,505,199,168,153
4/13/2024,Espresso,South,Store A,507,156,163,291
4/13/2024,Latte,West,Store D,431,42,178,325
4/13/2024,Latte,West,Store D,398,39,222,199
4/13/2024,Latte,West,Store C,322,111,67,225
4/13/2024,Latte,West,Store A,541,56,220,229
4/13/2024,Mocha,East,Store C,315,135,199,252
4/13/2024,Mocha,West,Store A,576,57,197,344
4/13/2024,Mocha,East,Store D,303,79,68,124
4/13/2024,Espresso,West,Store B,413,164,127,247
4/13/2024,Espresso,North,Store D,352,166,237,280
4/13/2024,Cappuccino,West,Store A,591,134,55,199
4/13/2024,Latte,West,Store D,579,0,86,350
4/13/2024,Latte,West,Store B,398,51,101,291
4/13/2024,Cappuccino,South,Store C,473,145,78,165
4/13/2024,Cappuccino,South,Store D,463,54,179,154
4/13/2024,Espresso,East,Store A,478,153,214,124
4/13/2024,Cappuccino,East,Store C,391,83,118,248
4/13/2024,Latte,West,Store C,445,47,151,310
4/13/2024,Mocha,East,Store D,405,9,121,333
4/13/2024,Espresso,East,Store D,574,129,196,399
4/13/2024,Mocha,North,Store B,309,8,214,316
4/13/2024,Cappuccino,South,Store D,411,166,163,229
4/14/2024,Mocha,South,Store A,444,16,131,120
4/14/2024,Cappuccino,East,Store D,456,15,124,216
4/14/2024,Latte,East,Store A,555,28,91,138
4/14/2024,Espresso,North,Store A,443,152,160,188
4/14/2024,Mocha,South,Store C,352,106,64,137
4/14/2024,Latte,North,Store B,393,32,132,367
4/14/2024,Latte,South,Store C,593,3,126,253
4/14/2024,Cappuccino,East,Store B,314,195,197,311
4/14/2024,Espresso,North,Store C,595,71,71,330
4/14/2024,Espresso,North,Store C,551,79,109,389
4/14/2024,Latte,West,Store B,584,174,133,292
4/14/2024,Latte,East,Store D,320,146,116,295
4/14/2024,Cappuccino,South,Store B,525,80,236,220
4/14/2024,Cappuccino,North,Store A,425,43,94,118
4/14/2024,Mocha,West,Store B,485,159,60,356
4/14/2024,Latte,West,Store D,431,40,92,267
4/14/2024,Espresso,South,Store D,449,127,147,219
4/14/2024,Mocha,East,Store A,483,74,133,209
4/14/2024,Latte,East,Store C,389,13,227,336
4/14/2024,Espresso,North,Store D,511,53,216,374
4/14/2024,Mocha,North,Store B,305,3,167,387
4/14/2024,Mocha,East,Store C,473,167,112,328
4/14/2024,Espresso,North,Store C,330,119,126,399
4/14/2024,Espresso,South,Store A,395,121,60,128
4/15/2024,Cappuccino,North,Store D,343,131,184,127
4/15/2024,Espresso,West,Store A,564,4,58,207
4/15/2024,Mocha,East,Store D,358,63,222,314
4/15/2024,Cappuccino,South,Store C,569,41,175,312
4/15/2024,Cappuccino,West,Store B,584,44,136,340
4/15/2024,Cappuccino,East,Store C,306,1,111,294
4/15/2024,Cappuccino,East,Store B,415,79,160,365
4/15/2024,Mocha,South,Store A,314,119,190,369
4/15/2024,Latte,South,Store B,441,103,242,227
4/15/2024,Espresso,West,Store C,520,40,202,263
4/15/2024,Mocha,South,Store A,305,92,192,375
4/15/2024,Espresso,North,Store C,490,188,239,163
4/15/2024,Latte,North,Store B,452,47,129,215
4/15/2024,Espresso,North,Store B,380,7,135,341
4/15/2024,Espresso,East,Store D,412,90,246,291
4/15/2024,Espresso,East,Store C,423,8,126,313
4/15/2024,Cappuccino,North,Store B,487,162,214,272
4/15/2024,Latte,North,Store C,532,37,237,383
4/15/2024,Espresso,South,Store D,550,165,215,348
4/15/2024,Cappuccino,West,Store B,397,0,151,203
4/15/2024,Latte,West,Store B,318,134,212,326
4/15/2024,Latte,East,Store C,524,186,210,379
4/15/2024,Espresso,South,Store D,595,64,121,322
4/15/2024,Cappuccino,North,Store B,394,144,50,283
4/16/2024,Latte,South,Store B,528,103,212,353
4/16/2024,Cappuccino,North,Store B,424,54,163,350
4/16/2024,Latte,North,Store D,375,171,168,224
4/16/2024,Latte,East,Store C,349,96,93,114
4/16/2024,Mocha,North,Store C,569,108,196,190
4/16/2024,Espresso,West,Store B,538,84,111,152
4/16/2024,Mocha,North,Store B,534,193,94,120
4/16/2024,Espresso,South,Store C,450,72,88,278
4/16/2024,Mocha,West,Store D,439,1,145,331
4/16/2024,Cappuccino,West,Store C,376,51,173,155
4/16/2024,Latte,South,Store A,348,37,212,371
4/16/2024,Cappuccino,East,Store A,555,145,132,141
4/16/2024,Espresso,East,Store A,393,154,175,160
4/16/2024,Mocha,West,Store B,425,45,120,217
4/16/2024,Espresso,West,Store A,354,130,136,294
4/16/2024,Latte,West,Store C,572,56,74,134
4/16/2024,Espresso,West,Store D,301,36,107,124
4/16/2024,Cappuccino,East,Store D,319,58,126,106
4/16/2024,Cappuccino,East,Store C,349,90,131,343
4/16/2024,Espresso,East,Store C,505,5,247,183
4/16/2024,Cappuccino,West,Store D,328,97,146,329
4/16/2024,Cappuccino,West,Store B,305,156,148,218
4/16/2024,Latte,West,Store D,573,180,50,154
4/16/2024,Cappuccino,East,Store C,595,71,108,255
4/17/2024,Cappuccino,East,Store D,312,37,68,144
4/17/2024,Cappuccino,North,Store A,511,74,70,310
4/17/2024,Mocha,East,Store A,395,21,129,252
4/17/2024,Espresso,West,Store A,541,21,153,171
4/17/2024,Latte,North,Store D,313,111,220,176
4/17/2024,Mocha,North,Store D,426,140,171,233
4/17/2024,Espresso,West,Store A,571,132,82,288
4/17/2024,Espresso,South,Store C,555,68,174,222
4/17/2024,Mocha,South,Store A,360,63,71,234
4/17/2024,Latte,South,Store C,512,92,100,132
4/17/2024,Cappuccino,East,Store A,581,147,129,206
4/17/2024,Espresso,South,Store B,523,155,110,387
4/17/2024,Latte,East,Store C,447,68,67,178
4/17/2024,Espresso,South,Store C,328,177,187,382
4/17/2024,Cappuccino,East,Store C,564,8,135,176
4/17/2024,Cappuccino,North,Store B,346,172,172,205
4/17/2024,Mocha,North,Store C,598,66,237,329
4/17/2024,Cappuccino,West,Store D,405,83,157,220
4/17/2024,Latte,South,Store D,549,115,100,229
4/17/2024,Cappuccino,West,Store C,406,156,60,202
4/17/2024,Latte,West,Store C,471,1,167,164
4/17/2024,Cappuccino,South,Store B,343,93,123,346
4/17/2024,Cappuccino,South,Store A,483,126,191,385
4/17/2024,Espresso,East,Store A,545,78,94,274
4/18/2024,Espresso,East,Store C,578,29,73,182
4/18/2024,Latte,South,Store A,415,75,233,252
4/18/2024,Cappuccino,West,Store B,367,58,93,175
4/18/2024,Mocha,North,Store D,332,76,135,235
4/18/2024,Espresso,East,Store D,453,84,236,225
4/18/2024,Espresso,East,Store C,531,196,66,310
4/18/2024,Cappuccino,East,Store A,432,70,77,115
4/18/2024,Espresso,North,Store B,412,104,69,144
4/18/2024,Mocha,North,Store C,442,170,67,235
4/18/2024,Mocha,East,Store B,422,117,180,215
4/18/2024,Mocha,West,Store D,310,198,229,393
4/18/2024,Mocha,North,Store D,429,6,238,165
4/18/2024,Cappuccino,East,Store B,552,17,153,326
4/18/2024,Espresso,East,Store B,519,172,232,375
4/18/2024,Cappuccino,South,Store B,412,128,249,304
4/18/2024,Latte,North,Store D,495,187,158,305
4/18/2024,Mocha,East,Store A,309,192,73,101
4/18/2024,Mocha,North,Store B,549,132,184,225
4/18/2024,Mocha,North,Store D,439,144,97,385
4/18/2024,Latte,West,Store C,390,6,145,122
4/18/2024,Cappuccino,West,Store C,535,23,111,256
4/18/2024,Cappuccino,West,Store A,391,176,181,311
4/18/2024,Latte,North,Store C,459,191,77,194
4/18/2024,Latte,East,Store C,552,71,142,372
4/19/2024,Cappuccino,West,Store D,571,25,169,339
4/19/2024,Cappuccino,North,Store B,373,25,139,255
4/19/2024,Latte,West,Store D,409,150,105,252
4/19/2024,Mocha,East,Store B,467,53,148,342
4/19/2024,Cappuccino,South,Store A,355,121,238,215
4/19/2024,Mocha,North,Store D,496,69,52,363
4/19/2024,Cappuccino,South,Store C,397,25,212,196
4/19/2024,Latte,East,Store D,497,62,89,257
4/19/2024,Espresso,West,Store A,489,60,77,237
4/19/2024,Latte,East,Store B,473,36,214,195
4/19/2024,Espresso,South,Store A,560,150,118,126
4/19/2024,Latte,West,Store D,479,155,129,395
4/19/2024,Mocha,West,Store A,364,145,73,348
4/19/2024,Latte,South,Store D,418,130,166,250
4/19/2024,Latte,South,Store A,431,36,212,161
4/19/2024,Cappuccino,West,Store C,400,140,243,395
4/19/2024,Espresso,West,Store D,410,31,140,288
4/19/2024,Cappuccino,East,Store A,411,110,244,245
4/19/2024,Mocha,East,Store B,532,67,109,335
4/19/2024,Latte,West,Store A,452,130,94,103
4/19/2024,Latte,North,Store C,373,198,106,332
4/19/2024,Mocha,North,Store A,534,147,249,288
4/19/2024,Cappuccino,East,Store C,357,149,174,101
4/19/2024,Mocha,West,Store B,343,139,211,104
4/20/2024,Espresso,East,Store B,393,117,167,247
4/20/2024,Latte,East,Store C,384,24,172,373
4/20/2024,Cappuccino,West,Store A,388,32,105,265
4/20/2024,Mocha,West,Store C,452,163,158,218
4/20/2024,Espresso,West,Store C,572,103,187,138
4/20/2024,Mocha,North,Store A,334,43,87,168
4/20/2024,Cappuccino,South,Store C,458,119,127,147
4/20/2024,Espresso,West,Store C,483,181,227,362
4/20/2024,Latte,East,Store C,395,105,159,144
4/20/2024,Mocha,West,Store C,361,126,93,163
4/20/2024,Mocha,East,Store D,566,85,178,157
4/20/2024,Mocha,South,Store C,362,38,99,208
4/20/2024,Mocha,South,Store C,403,121,89,396
4/20/2024,Cappuccino,North,Store C,450,171,128,209
4/20/2024,Latte,South,Store C,469,81,104,117
4/20/2024,Espresso,South,Store D,524,55,135,303
4/20/2024,Latte,East,Store C,311,163,96,317
4/20/2024,Mocha,West,Store C,566,92,124,122
4/20/2024,Latte,South,Store B,561,141,186,337
4/20/2024,Cappuccino,East,Store B,500,122,183,269
4/20/2024,Latte,West,Store D,507,40,184,221
4/20/2024,Mocha,West,Store D,355,108,146,363
4/20/2024,Latte,West,Store A,493,19,181,273
4/20/2024,Mocha,North,Store C,591,59,154,142
4/21/2024,Latte,East,Store B,508,27,50,371
4/21/2024,Espresso,South,Store C,514,0,139,337
4/21/2024,Espresso,West,Store B,568,77,174,150
4/21/2024,Latte,East,Store A,590,65,146,380
4/21/2024,Mocha,East,Store C,463,13,158,216
4/21/2024,Espresso,North,Store B,333,20,76,330
4/21/2024,Cappuccino,South,Store A,301,139,171,101
4/21/2024,Espresso,East,Store A,501,1,154,355
4/21/2024,Mocha,East,Store C,495,111,131,197
4/21/2024,Cappuccino,South,Store C,379,101,177,231
4/21/2024,Espresso,East,Store A,520,116,233,240
4/21/2024,Latte,West,Store A,535,144,230,172
4/21/2024,Latte,South,Store D,497,43,170,228
4/21/2024,Espresso,South,Store A,347,62,159,147
4/21/2024,Cappuccino,North,Store C,503,28,138,263
4/21/2024,Espresso,South,Store A,585,124,236,376
4/21/2024,Espresso,West,Store D,571,7,233,234
4/21/2024,Espresso,North,Store C,487,75,100,283
4/21/2024,Latte,East,Store A,417,4,187,235
4/21/2024,Espresso,South,Store A,403,23,202,354
4/21/2024,Espresso,West,Store D,549,193,71,268
4/21/2024,Mocha,West,Store D,385,22,63,330
4/21/2024,Latte,East,Store D,524,114,160,288
4/21/2024,Mocha,South,Store B,401,60,238,162
4/22/2024,Espresso,East,Store D,535,141,52,309
4/22/2024,Cappuccino,West,Store A,395,55,110,320
4/22/2024,Latte,West,Store C,575,58,232,317
4/22/2024,Mocha,South,Store D,498,107,96,291
4/22/2024,Mocha,North,Store A,578,52,114,254
4/22/2024,Mocha,West,Store B,560,148,215,366
4/22/2024,Cappuccino,North,Store C,386,159,108,356
4/22/2024,Mocha,East,Store C,318,32,153,142
4/22/2024,Latte,East,Store D,393,116,182,187
4/22/2024,Mocha,South,Store D,528,73,102,397
4/22/2024,Mocha,West,Store D,402,130,233,190
4/22/2024,Espresso,North,Store B,519,67,161,239
4/22/2024,Latte,East,Store A,582,155,84,297
4/22/2024,Cappuccino,South,Store D,567,164,64,340
4/22/2024,Cappuccino,West,Store D,318,158,134,394
4/22/2024,Latte,North,Store A,441,18,178,195
4/22/2024,Espresso,North,Store D,359,79,200,286
4/22/2024,Espresso,West,Store B,402,176,216,325
4/22/2024,Mocha,North,Store B,412,90,135,319
4/22/2024,Latte,West,Store D,591,61,195,396
4/22/2024,Mocha,East,Store C,492,80,181,320
4/22/2024,Cappuccino,South,Store A,322,80,204,193
4/22/2024,Latte,North,Store B,595,90,128,279
4/22/2024,Mocha,North,Store A,333,122,176,345
4/23/2024,Latte,East,Store B,479,94,199,189
4/23/2024,Latte,South,Store B,452,12,51,279
4/23/2024,Cappuccino,East,Store A,485,8,191,334
4/23/2024,Espresso,West,Store D,312,70,244,156
4/23/2024,Cappuccino,East,Store A,511,115,204,229
4/23/2024,Latte,West,Store C,489,73,156,394
4/23/2024,Cappuccino,West,Store D,397,83,114,144
4/23/2024,Mocha,South,Store B,454,120,190,173
4/23/2024,Latte,West,Store C,567,112,249,346
4/23/2024,Latte,North,Store C,364,195,117,151
4/23/2024,Espresso,South,Store B,486,130,97,100
4/23/2024,Latte,West,Store A,301,114,240,315
4/23/2024,Mocha,South,Store B,469,166,164,368
4/23/2024,Cappuccino,East,Store A,594,156,162,130
4/23/2024,Mocha,North,Store C,501,64,103,392
4/23/2024,Mocha,South,Store B,591,34,159,221
4/23/2024,Latte,South,Store A,596,104,213,198
4/23/2024,Mocha,South,Store A,560,74,166,107
4/23/2024,Latte,South,Store A,506,134,106,299
4/23/2024,Latte,East,Store A,480,89,193,224
4/23/2024,Mocha,West,Store C,585,192,67,217
4/23/2024,Latte,East,Store B,594,119,182,229
4/23/2024,Mocha,South,Store A,584,81,172,103
4/23/2024,Latte,East,Store B,495,69,64,159
4/24/2024,Espresso,South,Store D,422,136,78,316
4/24/2024,Espresso,North,Store A,544,54,172,352
4/24/2024,Latte,North,Store C,481,13,58,259
4/24/2024,Cappuccino,North,Store D,566,187,223,307
4/24/2024,Latte,West,Store B,584,99,173,235
4/24/2024,Cappuccino,North,Store C,592,61,209,293
4/24/2024,Cappuccino,West,Store A,346,98,193,304
4/24/2024,Latte,West,Store D,478,183,57,177
4/24/2024,Mocha,South,Store B,364,34,149,173
4/24/2024,Mocha,South,Store B,527,166,188,321
4/24/2024,Mocha,East,Store D,472,42,196,375
4/24/2024,Latte,North,Store B,316,18,86,322
4/24/2024,Latte,South,Store C,337,114,239,335
4/24/2024,Cappuccino,South,Store A,329,159,182,272
4/24/2024,Cappuccino,East,Store C,542,187,211,149
4/24/2024,Cappuccino,West,Store C,505,84,63,138
4/24/2024,Cappuccino,West,Store A,375,164,89,359
4/24/2024,Cappuccino,West,Store A,441,147,91,177
4/24/2024,Latte,West,Store A,473,81,199,315
4/24/2024,Cappuccino,West,Store B,326,66,160,145
4/24/2024,Espresso,West,Store C,499,87,63,354
4/24/2024,Cappuccino,East,Store B,565,30,118,213
4/24/2024,Latte,West,Store B,332,22,85,296
4/24/2024,Mocha,South,Store D,491,136,97,262
4/25/2024,Mocha,East,Store A,547,107,55,344
4/25/2024,Cappuccino,West,Store A,556,75,137,131
4/25/2024,Latte,North,Store D,319,81,246,311
4/25/2024,Cappuccino,East,Store C,466,85,141,148
4/25/2024,Latte,East,Store D,332,134,227,145
4/25/2024,Mocha,East,Store A,512,103,202,326
4/25/2024,Espresso,East,Store B,487,1,145,151
4/25/2024,Mocha,North,Store D,410,112,82,232
4/25/2024,Cappuccino,East,Store A,594,5,213,339
4/25/2024,Mocha,South,Store D,543,147,165,285
4/25/2024,Espresso,East,Store A,361,141,244,375
4/25/2024,Cappuccino,North,Store B,378,175,220,274
4/25/2024,Cappuccino,West,Store A,464,108,79,280
4/25/2024,Mocha,South,Store C,454,27,189,332
4/25/2024,Mocha,South,Store B,594,98,169,349
4/25/2024,Mocha,East,Store C,410,144,71,384
4/25/2024,Espresso,East,Store C,313,39,51,265
4/25/2024,Espresso,South,Store A,479,129,150,375
4/25/2024,Cappuccino,West,Store D,499,7,139,146
4/25/2024,Cappuccino,West,Store B,414,4,124,318
4/25/2024,Latte,East,Store C,501,136,99,200
4/25/2024,Espresso,South,Store A,436,80,191,273
4/25/2024,Cappuccino,South,Store C,457,155,140,144
4/25/2024,Cappuccino,South,Store C,588,78,247,189
4/26/2024,Mocha,South,Store D,339,1,230,330
4/26/2024,Latte,East,Store C,359,77,206,315
4/26/2024,Mocha,North,Store A,572,91,178,131
4/26/2024,Latte,East,Store B,395,90,150,328
4/26/2024,Latte,West,Store B,519,99,162,371
4/26/2024,Espresso,South,Store D,553,165,201,391
4/26/2024,Cappuccino,North,Store C,407,136,78,324
4/26/2024,Espresso,East,Store A,338,63,152,162
4/26/2024,Mocha,West,Store D,361,151,99,110
4/26/2024,Mocha,South,Store C,393,152,58,237
4/26/2024,Cappuccino,West,Store B,350,109,50,114
4/26/2024,Espresso,East,Store C,418,37,128,286
4/26/2024,Mocha,West,Store C,335,176,192,197
4/26/2024,Cappuccino,North,Store C,551,85,208,341
4/26/2024,Cappuccino,South,Store C,324,118,64,328
4/26/2024,Cappuccino,West,Store D,521,93,228,384
4/26/2024,Cappuccino,North,Store A,460,118,182,319
4/26/2024,Mocha,North,Store B,594,71,222,317
4/26/2024,Cappuccino,East,Store B,517,183,136,173
4/26/2024,Latte,South,Store A,570,65,236,140
4/26/2024,Mocha,North,Store D,372,147,77,266
4/26/2024,Latte,South,Store B,516,152,218,348
4/26/2024,Latte,North,Store C,595,66,83,346
4/26/2024,Cappuccino,South,Store B,585,130,157,316
4/27/2024,Mocha,South,Store C,582,51,80,229
4/27/2024,Espresso,North,Store B,589,125,122,242
4/27/2024,Mocha,South,Store B,569,138,149,328
4/27/2024,Mocha,North,Store B,482,176,200,350
4/27/2024,Latte,South,Store B,520,65,188,355
4/27/2024,Espresso,South,Store A,302,187,107,248
4/27/2024,Espresso,South,Store D,461,199,122,177
4/27/2024,Espresso,North,Store C,548,126,164,383
4/27/2024,Cappuccino,East,Store D,548,126,213,354
4/27/2024,Mocha,North,Store C,320,192,92,159
4/27/2024,Mocha,South,Store B,485,168,175,144
4/27/2024,Latte,North,Store D,308,159,176,241
4/27/2024,Latte,East,Store D,540,62,132,206
4/27/2024,Cappuccino,East,Store A,328,128,203,322
4/27/2024,Espresso,East,Store B,329,93,170,273
4/27/2024,Mocha,South,Store D,392,117,100,164
4/27/2024,Espresso,West,Store B,300,179,132,380
4/27/2024,Espresso,North,Store D,346,26,133,248
4/27/2024,Latte,East,Store A,583,98,85,160
4/27/2024,Mocha,East,Store D,586,71,67,333
4/27/2024,Espresso,West,Store C,561,21,79,360
4/27/2024,Latte,North,Store D,371,79,85,307
4/27/2024,Espresso,West,Store B,507,75,139,165
4/27/2024,Cappuccino,East,Store B,445,140,80,249
4/28/2024,Espresso,East,Store D,390,6,164,286
4/28/2024,Cappuccino,North,Store B,460,19,102,313
4/28/2024,Espresso,South,Store A,468,146,137,239
4/28/2024,Espresso,West,Store D,486,78,110,314
4/28/2024,Mocha,South,Store C,568,44,165,150
4/28/2024,Latte,West,Store C,441,176,162,100
4/28/2024,Mocha,West,Store D,320,156,55,248
4/28/2024,Latte,West,Store A,492,109,73,144
4/28/2024,Latte,West,Store B,577,117,219,298
4/28/2024,Cappuccino,East,Store C,392,93,208,375
4/28/2024,Mocha,South,Store B,399,106,149,150
4/28/2024,Espresso,South,Store A,434,144,176,339
4/28/2024,Latte,North,Store C,352,134,150,152
4/28/2024,Cappuccino,North,Store B,498,135,222,172
4/28/2024,Latte,West,Store A,346,39,57,118
4/28/2024,Cappuccino,West,Store A,527,26,127,250
4/28/2024,Latte,South,Store A,350,140,154,230
4/28/2024,Espresso,North,Store A,486,114,197,103
4/28/2024,Cappuccino,East,Store A,441,152,150,390
4/28/2024,Cappuccino,North,Store B,547,23,210,107
4/28/2024,Mocha,West,Store A,353,26,76,251
4/28/2024,Cappuccino,East,Store B,438,169,152,240
4/28/2024,Cappuccino,South,Store A,385,52,51,216
4/28/2024,Mocha,West,Store C,474,9,139,357
4/29/2024,Espresso,North,Store D,464,142,242,347
4/29/2024,Mocha,North,Store B,413,120,124,265
4/29/2024,Mocha,South,Store C,483,36,124,117
4/29/2024,Latte,North,Store A,419,184,54,232
4/29/2024,Espresso,East,Store D,318,52,202,170
4/29/2024,Latte,East,Store C,420,26,196,158
4/29/2024,Cappuccino,South,Store C,576,93,237,125
4/29/2024,Latte,East,Store C,404,144,53,175
4/29/2024,Latte,East,Store D,502,32,104,141
4/29/2024,Latte,South,Store B,479,182,85,139
4/29/2024,Espresso,East,Store B,506,73,206,274
4/29/2024,Espresso,East,Store B,353,131,111,242
4/29/2024,Espresso,North,Store B,419,43,52,200
4/29/2024,Latte,East,Store A,386,78,65,283
4/29/2024,Espresso,West,Store C,420,29,169,386
4/29/2024,Cappuccino,East,Store B,363,6,115,278
4/29/2024,Latte,South,Store D,441,93,203,336
4/29/2024,Espresso,East,Store C,377,187,188,292
4/29/2024,Mocha,South,Store A,389,194,72,237
4/29/2024,Latte,West,Store B,447,111,124,118
4/29/2024,Cappuccino,East,Store A,327,63,142,124
4/29/2024,Latte,North,Store B,481,165,244,227
4/29/2024,Cappuccino,East,Store B,547,109,237,208
4/29/2024,Mocha,North,Store A,407,198,90,241
4/30/2024,Mocha,South,Store D,550,91,115,113
4/30/2024,Espresso,West,Store A,382,17,75,255
4/30/2024,Espresso,North,Store B,349,69,142,215
4/30/2024,Mocha,West,Store D,512,113,153,168
4/30/2024,Mocha,South,Store C,457,60,79,395
4/30/2024,Latte,North,Store C,408,156,238,234
4/30/2024,Mocha,South,Store C,527,7,100,307
4/30/2024,Cappuccino,West,Store B,431,184,50,233
4/30/2024,Latte,North,Store D,522,46,192,330
4/30/2024,Mocha,East,Store D,484,146,145,115
4/30/2024,Espresso,South,Store A,536,60,233,110
4/30/2024,Mocha,South,Store C,459,29,235,382
4/30/2024,Latte,West,Store D,332,158,162,294
4/30/2024,Latte,South,Store D,463,139,210,258
4/30/2024,Espresso,West,Store A,376,31,156,106
4/30/2024,Cappuccino,North,Store D,515,36,213,385
4/30/2024,Latte,South,Store D,473,77,227,249
4/30/2024,Cappuccino,East,Store A,305,195,77,109
4/30/2024,Cappuccino,South,Store B,356,17,202,393
4/30/2024,Espresso,West,Store D,366,87,186,152
4/30/2024,Latte,East,Store C,442,197,130,357
4/30/2024,Latte,South,Store C,551,100,175,305
4/30/2024,Espresso,South,Store D,475,35,168,364
4/30/2024,Cappuccino,East,Store D,334,87,98,360
5/1/2024,Cappuccino,South,Store C,419,87,51,329
5/1/2024,Espresso,West,Store A,307,82,159,173
5/1/2024,Cappuccino,North,Store A,543,124,171,221
5/1/2024,Mocha,East,Store B,392,138,232,134
5/1/2024,Cappuccino,South,Store A,364,59,91,242
5/1/2024,Latte,South,Store B,569,187,123,220
5/1/2024,Espresso,West,Store A,369,136,103,244
5/1/2024,Latte,North,Store B,503,191,68,317
5/1/2024,Espresso,South,Store A,404,40,164,355
5/1/2024,Latte,South,Store D,525,14,98,100
5/1/2024,Cappuccino,North,Store D,593,32,141,282
5/1/2024,Cappuccino,East,Store A,413,167,223,317
5/1/2024,Espresso,North,Store B,477,31,209,288
5/1/2024,Mocha,South,Store A,444,164,130,292
5/1/2024,Cappuccino,West,Store A,492,182,66,181
5/1/2024,Latte,South,Store C,487,16,115,372
5/1/2024,Mocha,East,Store A,591,65,235,179
5/1/2024,Espresso,East,Store D,546,87,193,249
5/1/2024,Latte,West,Store B,559,2,160,303
5/1/2024,Latte,East,Store D,572,59,97,307
5/1/2024,Cappuccino,West,Store C,338,124,179,106
5/1/2024,Mocha,North,Store A,419,29,175,160
5/1/2024,Cappuccino,North,Store B,470,173,119,115
5/1/2024,Mocha,West,Store B,559,123,148,140
5/2/2024,Espresso,North,Store B,544,4,239,104
5/2/2024,Cappuccino,West,Store D,550,134,183,378
5/2/2024,Cappuccino,North,Store A,359,76,147,157
5/2/2024,Mocha,West,Store C,443,54,86,237
5/2/2024,Latte,East,Store C,415,72,167,277
5/2/2024,Latte,East,Store B,533,173,122,291
5/2/2024,Espresso,North,Store A,419,103,129,174
5/2/2024,Espresso,East,Store D,527,117,189,153
5/2/2024,Cappuccino,West,Store A,385,51,79,383
5/2/2024,Latte,East,Store C,589,136,214,224
5/2/2024,Cappuccino,West,Store C,501,92,221,106
5/2/2024,Cappuccino,North,Store C,505,1,96,193
5/2/2024,Espresso,North,Store B,539,185,130,194
5/2/2024,Latte,West,Store A,303,134,206,373
5/2/2024,Espresso,North,Store D,446,12,207,394
5/2/2024,Cappuccino,South,Store D,596,146,103,301
5/2/2024,Cappuccino,North,Store D,442,48,206,248
5/2/2024,Latte,South,Store D,546,4,198,130
5/2/2024,Cappuccino,East,Store C,569,81,74,343
5/2/2024,Cappuccino,East,Store B,423,83,241,375
5/2/2024,Mocha,North,Store C,306,44,125,132
5/2/2024,Mocha,North,Store D,354,111,217,260
5/2/2024,Cappuccino,West,Store B,328,134,195,333
5/2/2024,Cappuccino,North,Store C,559,99,190,222
5/3/2024,Cappuccino,East,Store D,575,13,67,194
5/3/2024,Espresso,South,Store A,317,8,128,366
5/3/2024,Mocha,North,Store D,459,66,147,394
5/3/2024,Cappuccino,South,Store C,366,172,229,120
5/3/2024,Espresso,North,Store B,418,13,101,172
5/3/2024,Mocha,South,Store D,534,106,161,374
5/3/2024,Espresso,West,Store A,561,190,231,319
5/3/2024,Cappuccino,East,Store A,490,135,151,212
5/3/2024,Latte,West,Store B,468,143,221,112
5/3/2024,Espresso,East,Store D,531,150,161,362
5/3/2024,Latte,South,Store C,344,54,165,258
5/3/2024,Espresso,North,Store D,403,51,69,350
5/3/2024,Espresso,South,Store D,446,137,208,140
5/3/2024,Espresso,East,Store A,358,85,204,166
5/3/2024,Cappuccino,North,Store C,546,97,73,275
5/3/2024,Cappuccino,South,Store C,588,189,112,296
5/3/2024,Espresso,North,Store B,387,111,209,113
5/3/2024,Mocha,North,Store B,501,193,110,266
5/3/2024,Latte,East,Store C,343,15,79,178
5/3/2024,Espresso,West,Store D,518,175,164,281
5/3/2024,Mocha,West,Store D,431,96,188,296
5/3/2024,Latte,South,Store C,314,70,231,320
5/3/2024,Espresso,North,Store A,474,161,200,228
5/3/2024,Mocha,West,Store C,475,45,113,399
5/4/2024,Latte,North,Store B,507,183,60,284
5/4/2024,Espresso,North,Store B,311,189,137,291
5/4/2024,Latte,East,Store B,433,183,101,188
5/4/2024,Espresso,East,Store A,349,158,82,111
5/4/2024,Mocha,West,Store A,337,50,185,324
5/4/2024,Espresso,South,Store D,555,24,140,182
5/4/2024,Mocha,South,Store D,437,176,98,305
5/4/2024,Mocha,North,Store B,439,78,112,252
5/4/2024,Espresso,West,Store A,549,100,108,209
5/4/2024,Cappuccino,North,Store A,429,81,188,175
5/4/2024,Mocha,South,Store C,393,72,95,214
5/4/2024,Espresso,South,Store C,438,160,138,173
5/4/2024,Espresso,North,Store C,430,151,155,155
5/4/2024,Latte,West,Store D,474,1,169,251
5/4/2024,Espresso,South,Store C,449,130,191,234
5/4/2024,Espresso,West,Store C,558,177,206,255
5/4/2024,Mocha,South,Store C,388,184,168,154
5/4/2024,Latte,West,Store C,315,47,53,148
5/4/2024,Cappuccino,North,Store B,502,107,179,101
5/4/2024,Cappuccino,North,Store D,480,13,237,189
5/4/2024,Latte,North,Store C,577,18,224,355
5/4/2024,Latte,East,Store C,323,151,187,359
5/4/2024,Latte,East,Store D,519,54,167,295
