Date,Product,Quantity Sold,Sale Price,Region,Store Location,Promotions Applied,Sales Channel,Customer Count,Time of Day
4/5/2024,Latte,26,4.78,East,Store A,Yes,Delivery,2,Afternoon
4/5/2024,Mocha,27,4.8,South,Store A,Yes,Delivery,3,Night
4/5/2024,Cappuccino,94,3.83,North,Store A,Yes,Delivery,3,Afternoon
4/5/2024,Cappuccino,92,4.28,South,Store C,Yes,Online,1,Night
4/5/2024,Espresso,89,3.28,East,Store A,No,In-store,2,Night
4/5/2024,Cappuccino,60,4.06,East,Store D,No,Delivery,2,Evening
4/5/2024,Cappuccino,35,3.03,West,Store D,Yes,In-store,3,Night
4/5/2024,Latte,44,3.48,East,Store C,No,Online,2,Evening
4/5/2024,Cappuccino,96,3.79,North,Store D,Yes,In-store,2,Evening
4/5/2024,Latte,21,3.99,North,Store A,No,In-store,1,Night
4/5/2024,Mocha,28,5.23,West,Store B,Yes,Delivery,2,Afternoon
4/5/2024,Cappuccino,85,5.09,East,Store B,Yes,Online,2,Morning
4/5/2024,Espresso,88,5.37,North,Store D,Yes,In-store,4,Morning
4/5/2024,Latte,11,4.1,West,Store D,Yes,Delivery,1,Morning
4/5/2024,Cappuccino,41,4.79,North,Store C,Yes,Online,3,Morning
4/5/2024,Mocha,88,4.01,West,Store C,No,Delivery,2,Night
4/5/2024,Espresso,11,5.13,North,Store D,No,Online,3,Morning
4/5/2024,Cappuccino,53,3.83,West,Store B,Yes,Online,1,Afternoon
4/5/2024,Mocha,94,5.0,South,Store D,No,In-store,2,Morning
4/5/2024,Cappuccino,33,3.55,East,Store B,No,Online,1,Afternoon
4/5/2024,Espresso,97,3.7,North,Store C,No,Delivery,1,Morning
4/5/2024,Latte,31,4.52,South,Store A,No,In-store,3,Afternoon
4/5/2024,Espresso,61,4.95,South,Store B,No,In-store,4,Afternoon
4/5/2024,Latte,39,4.02,West,Store D,No,Delivery,1,Evening
4/6/2024,Mocha,56,4.2,North,Store B,No,Online,1,Night
4/6/2024,Latte,38,3.52,East,Store C,No,In-store,3,Night
4/6/2024,Latte,95,3.7,West,Store C,No,Online,4,Night
4/6/2024,Latte,67,3.6,West,Store C,No,Online,1,Afternoon
4/6/2024,Espresso,65,5.23,South,Store B,No,In-store,4,Morning
4/6/2024,Espresso,32,5.5,South,Store B,Yes,Delivery,3,Afternoon
4/6/2024,Mocha,66,4.29,South,Store A,No,Online,2,Morning
4/6/2024,Mocha,2,3.7,South,Store B,No,Online,4,Afternoon
4/6/2024,Cappuccino,89,4.77,East,Store B,No,Online,4,Afternoon
4/6/2024,Latte,6,4.71,East,Store D,No,Online,1,Afternoon
4/6/2024,Cappuccino,67,4.14,East,Store C,No,Delivery,2,Evening
4/6/2024,Cappuccino,16,3.99,West,Store C,Yes,Online,1,Morning
4/6/2024,Latte,47,4.83,South,Store C,Yes,Delivery,1,Afternoon
4/6/2024,Mocha,97,4.13,East,Store C,Yes,Online,1,Evening
4/6/2024,Latte,18,5.17,West,Store B,Yes,Delivery,3,Night
4/6/2024,Espresso,83,3.02,West,Store A,No,In-store,4,Morning
4/6/2024,Mocha,42,5.24,North,Store A,Yes,Delivery,3,Night
4/6/2024,Latte,50,3.44,South,Store A,Yes,Online,3,Night
4/6/2024,Espresso,72,5.02,West,Store C,No,In-store,4,Evening
4/6/2024,Espresso,75,3.36,East,Store C,Yes,Online,2,Evening
4/6/2024,Cappuccino,27,4.85,East,Store A,No,Online,1,Morning
4/6/2024,Mocha,75,5.16,North,Store A,No,Online,2,Evening
4/6/2024,Cappuccino,12,4.22,South,Store A,Yes,In-store,2,Morning
4/6/2024,Mocha,86,5.34,North,Store A,No,In-store,3,Night
4/7/2024,Mocha,96,4.84,North,Store A,No,Online,1,Night
4/7/2024,Cappuccino,15,4.24,South,Store D,No,Online,1,Night
4/7/2024,Espresso,7,3.79,West,Store C,Yes,Delivery,2,Morning
4/7/2024,Mocha,24,4.31,South,Store A,Yes,Delivery,1,Afternoon
4/7/2024,Mocha,63,5.26,South,Store C,No,In-store,4,Morning
4/7/2024,Mocha,83,4.64,East,Store C,No,Delivery,3,Night
4/7/2024,Cappuccino,57,4.56,West,Store D,No,In-store,3,Afternoon
4/7/2024,Espresso,11,4.78,North,Store C,Yes,Online,4,Evening
4/7/2024,Espresso,75,4.29,North,Store D,Yes,Online,3,Morning
4/7/2024,Espresso,59,3.05,West,Store C,No,In-store,2,Morning
4/7/2024,Cappuccino,4,3.5,East,Store D,Yes,Online,1,Night
4/7/2024,Mocha,54,4.9,West,Store A,No,Delivery,1,Morning
4/7/2024,Espresso,25,3.05,West,Store D,No,Online,4,Morning
4/7/2024,Cappuccino,3,4.11,South,Store D,No,Delivery,3,Afternoon
4/7/2024,Mocha,78,3.12,East,Store A,No,Online,3,Evening
4/7/2024,Espresso,53,4.63,South,Store B,Yes,Online,4,Night
4/7/2024,Mocha,99,5.05,North,Store C,Yes,Online,1,Night
4/7/2024,Cappuccino,19,3.17,South,Store D,No,Online,3,Evening
4/7/2024,Cappuccino,88,4.53,West,Store D,No,Online,1,Morning
4/7/2024,Cappuccino,37,3.67,West,Store C,No,Delivery,4,Night
4/7/2024,Cappuccino,19,4.6,North,Store A,No,Delivery,1,Morning
4/7/2024,Cappuccino,81,5.35,North,Store C,No,In-store,1,Morning
4/7/2024,Espresso,59,3.58,North,Store B,No,In-store,2,Afternoon
4/7/2024,Espresso,9,4.39,South,Store A,No,Delivery,4,Night
4/8/2024,Espresso,73,5.07,East,Store D,Yes,Online,1,Morning
4/8/2024,Latte,26,4.51,North,Store C,No,Delivery,4,Afternoon
4/8/2024,Mocha,25,4.75,West,Store A,No,In-store,2,Morning
4/8/2024,Cappuccino,74,5.28,North,Store A,Yes,In-store,3,Evening
4/8/2024,Latte,96,4.82,North,Store A,Yes,Online,2,Night
4/8/2024,Espresso,89,4.67,East,Store C,No,Delivery,1,Morning
4/8/2024,Mocha,60,4.84,North,Store B,No,Online,3,Night
4/8/2024,Espresso,91,4.99,West,Store C,No,Delivery,4,Evening
4/8/2024,Cappuccino,58,5.14,North,Store C,Yes,In-store,2,Night
4/8/2024,Cappuccino,9,5.35,East,Store A,Yes,Delivery,3,Afternoon
4/8/2024,Cappuccino,34,3.04,West,Store B,Yes,Delivery,3,Afternoon
4/8/2024,Mocha,84,4.39,West,Store C,No,Delivery,2,Evening
4/8/2024,Cappuccino,65,4.45,East,Store B,No,In-store,4,Morning
4/8/2024,Latte,47,5.47,West,Store A,No,In-store,1,Evening
4/8/2024,Latte,20,3.78,South,Store B,Yes,Delivery,4,Night
4/8/2024,Latte,23,3.13,East,Store B,Yes,Online,4,Night
4/8/2024,Mocha,1,3.45,South,Store B,No,In-store,2,Evening
4/8/2024,Espresso,95,4.26,West,Store A,Yes,Delivery,3,Night
4/8/2024,Espresso,70,4.13,North,Store D,Yes,In-store,3,Evening
4/8/2024,Espresso,12,3.04,West,Store B,Yes,Delivery,4,Night
4/8/2024,Latte,91,3.67,South,Store B,Yes,In-store,4,Afternoon
4/8/2024,Espresso,32,4.78,East,Store D,Yes,In-store,2,Afternoon
4/8/2024,Mocha,49,4.18,North,Store B,No,Online,2,Afternoon
4/8/2024,Espresso,68,4.03,West,Store D,Yes,Online,3,Night
4/9/2024,Cappuccino,14,4.1,East,Store A,No,In-store,1,Morning
4/9/2024,Espresso,21,4.04,South,Store D,Yes,Online,3,Evening
4/9/2024,Cappuccino,50,4.52,North,Store A,Yes,Delivery,2,Evening
4/9/2024,Cappuccino,65,3.7,East,Store D,No,Online,1,Evening
4/9/2024,Latte,69,4.24,North,Store A,Yes,Delivery,3,Night
4/9/2024,Espresso,91,3.73,North,Store A,No,In-store,3,Afternoon
4/9/2024,Mocha,29,3.54,North,Store A,No,Delivery,3,Morning
4/9/2024,Latte,24,3.6,North,Store C,Yes,Online,3,Night
4/9/2024,Espresso,50,5.35,North,Store C,No,In-store,1,Evening
4/9/2024,Mocha,31,5.01,East,Store B,No,Delivery,4,Evening
4/9/2024,Cappuccino,17,4.45,North,Store C,Yes,In-store,2,Morning
4/9/2024,Cappuccino,69,3.73,North,Store A,No,In-store,2,Afternoon
4/9/2024,Mocha,75,3.61,West,Store A,Yes,Delivery,4,Morning
4/9/2024,Latte,64,4.36,East,Store C,Yes,Delivery,1,Night
4/9/2024,Cappuccino,79,3.91,East,Store C,Yes,Delivery,4,Night
4/9/2024,Mocha,65,5.06,North,Store C,Yes,In-store,3,Evening
4/9/2024,Cappuccino,51,3.33,West,Store B,No,Delivery,1,Night
4/9/2024,Mocha,70,3.15,North,Store C,Yes,Delivery,1,Afternoon
4/9/2024,Mocha,51,5.19,South,Store D,Yes,Delivery,1,Evening
4/9/2024,Mocha,19,3.13,West,Store B,No,Delivery,2,Afternoon
4/9/2024,Latte,97,3.07,West,Store B,No,In-store,1,Morning
4/9/2024,Espresso,96,3.05,East,Store A,No,Delivery,4,Afternoon
4/9/2024,Cappuccino,99,3.11,North,Store B,No,In-store,3,Afternoon
4/9/2024,Espresso,30,4.46,North,Store A,Yes,Online,3,Evening
4/10/2024,Latte,53,4.14,West,Store B,Yes,Delivery,1,Afternoon
4/10/2024,Cappuccino,80,4.17,South,Store D,No,Delivery,3,Night
4/10/2024,Cappuccino,68,5.22,West,Store A,Yes,Delivery,1,Evening
4/10/2024,Espresso,42,4.0,North,Store B,Yes,Online,4,Evening
4/10/2024,Espresso,98,4.38,East,Store B,Yes,Online,2,Morning
4/10/2024,Latte,34,4.19,North,Store C,Yes,Delivery,3,Afternoon
4/10/2024,Espresso,37,3.31,East,Store D,No,Delivery,3,Evening
4/10/2024,Mocha,30,3.09,South,Store C,No,Online,3,Morning
4/10/2024,Mocha,95,4.29,East,Store D,No,In-store,4,Afternoon
4/10/2024,Espresso,46,4.95,West,Store A,Yes,Online,4,Night
4/10/2024,Latte,63,5.45,East,Store D,No,Delivery,1,Evening
4/10/2024,Mocha,85,4.84,East,Store C,Yes,Online,3,Night
4/10/2024,Latte,94,4.37,North,Store A,No,Delivery,4,Afternoon
4/10/2024,Latte,62,3.94,East,Store C,Yes,Delivery,1,Morning
4/10/2024,Mocha,99,3.97,South,Store B,Yes,Delivery,2,Morning
4/10/2024,Cappuccino,4,5.08,West,Store A,No,Online,3,Evening
4/10/2024,Mocha,24,5.45,South,Store B,Yes,In-store,2,Morning
4/10/2024,Latte,9,5.15,East,Store B,Yes,In-store,3,Night
4/10/2024,Latte,81,3.74,North,Store C,No,Online,1,Afternoon
4/10/2024,Cappuccino,79,3.32,South,Store C,No,Delivery,3,Morning
4/10/2024,Latte,79,4.98,West,Store A,No,In-store,3,Evening
4/10/2024,Latte,2,5.38,North,Store C,Yes,Online,1,Night
4/10/2024,Espresso,36,5.16,North,Store B,Yes,Delivery,4,Evening
4/10/2024,Espresso,2,4.02,West,Store D,Yes,In-store,4,Afternoon
4/11/2024,Latte,52,4.13,North,Store C,Yes,Online,1,Night
4/11/2024,Mocha,80,3.61,West,Store C,Yes,Online,4,Evening
4/11/2024,Espresso,20,3.97,North,Store D,Yes,In-store,4,Afternoon
4/11/2024,Mocha,82,3.43,East,Store A,No,In-store,2,Night
4/11/2024,Espresso,88,3.66,East,Store C,Yes,Delivery,2,Evening
4/11/2024,Cappuccino,57,3.12,North,Store D,No,Delivery,1,Morning
4/11/2024,Latte,99,3.05,West,Store A,No,In-store,4,Evening
4/11/2024,Cappuccino,6,4.3,South,Store B,Yes,In-store,1,Afternoon
4/11/2024,Cappuccino,9,4.34,West,Store D,Yes,Delivery,3,Night
4/11/2024,Latte,88,4.48,North,Store B,Yes,In-store,3,Afternoon
4/11/2024,Latte,45,3.79,South,Store B,No,In-store,3,Morning
4/11/2024,Espresso,88,4.94,South,Store D,No,Online,4,Night
4/11/2024,Latte,51,5.14,West,Store D,No,Online,2,Night
4/11/2024,Cappuccino,75,4.72,South,Store B,No,Online,1,Night
4/11/2024,Cappuccino,6,4.74,East,Store B,No,Delivery,2,Evening
4/11/2024,Mocha,16,3.94,North,Store B,Yes,Delivery,2,Afternoon
4/11/2024,Cappuccino,17,4.25,South,Store A,No,In-store,2,Afternoon
4/11/2024,Mocha,49,5.31,East,Store A,Yes,In-store,1,Evening
4/11/2024,Cappuccino,5,4.43,West,Store A,No,Online,1,Night
4/11/2024,Cappuccino,74,4.18,East,Store C,No,Online,4,Afternoon
4/11/2024,Cappuccino,35,3.08,East,Store B,No,Online,1,Morning
4/11/2024,Cappuccino,81,4.98,East,Store B,Yes,Delivery,4,Evening
4/11/2024,Espresso,37,5.28,East,Store A,No,Online,1,Afternoon
4/11/2024,Cappuccino,46,5.0,South,Store D,No,Online,1,Evening
4/12/2024,Espresso,30,5.03,North,Store D,Yes,In-store,4,Evening
4/12/2024,Cappuccino,4,4.22,East,Store C,No,Delivery,2,Morning
4/12/2024,Latte,28,4.73,East,Store D,No,In-store,3,Evening
4/12/2024,Espresso,22,3.13,South,Store A,No,Online,3,Morning
4/12/2024,Latte,4,3.8,West,Store C,No,In-store,3,Night
4/12/2024,Mocha,97,3.67,West,Store B,No,Online,3,Evening
4/12/2024,Espresso,93,4.22,West,Store D,No,Online,2,Morning
4/12/2024,Latte,83,5.21,East,Store A,No,In-store,2,Morning
4/12/2024,Espresso,8,5.29,South,Store C,No,Delivery,4,Night
4/12/2024,Mocha,91,5.07,South,Store A,No,Online,3,Afternoon
4/12/2024,Espresso,13,3.3,East,Store B,No,Online,4,Morning
4/12/2024,Espresso,22,3.33,East,Store B,No,Online,3,Evening
4/12/2024,Espresso,4,3.42,South,Store A,No,Online,3,Afternoon
4/12/2024,Mocha,61,3.74,East,Store D,Yes,In-store,2,Morning
4/12/2024,Espresso,27,4.28,South,Store B,Yes,Online,2,Afternoon
4/12/2024,Espresso,91,5.18,East,Store A,No,Delivery,2,Night
4/12/2024,Mocha,22,4.88,South,Store B,No,Online,4,Afternoon
4/12/2024,Mocha,44,3.14,West,Store B,Yes,Online,4,Evening
4/12/2024,Cappuccino,76,4.9,East,Store D,Yes,Delivery,2,Night
4/12/2024,Espresso,54,4.01,East,Store C,No,Delivery,2,Night
4/12/2024,Espresso,86,4.33,South,Store A,No,In-store,3,Evening
4/12/2024,Mocha,78,5.4,West,Store D,Yes,In-store,1,Morning
4/12/2024,Espresso,37,3.32,North,Store C,Yes,Online,1,Afternoon
4/12/2024,Cappuccino,84,5.04,North,Store A,Yes,Online,3,Morning
4/13/2024,Mocha,98,3.1,South,Store D,No,Online,2,Morning
4/13/2024,Mocha,58,4.16,East,Store A,Yes,In-store,2,Evening
4/13/2024,Cappuccino,81,4.12,South,Store A,No,In-store,2,Morning
4/13/2024,Espresso,27,4.62,North,Store A,No,Online,1,Afternoon
4/13/2024,Espresso,94,3.88,East,Store C,Yes,In-store,3,Night
4/13/2024,Mocha,83,3.51,South,Store A,No,Delivery,1,Evening
4/13/2024,Mocha,1,3.12,West,Store A,Yes,Delivery,4,Night
4/13/2024,Latte,32,3.74,North,Store D,No,In-store,4,Morning
4/13/2024,Mocha,16,5.31,South,Store C,No,In-store,4,Night
4/13/2024,Mocha,68,3.07,South,Store C,No,Online,3,Evening
4/13/2024,Latte,89,3.36,West,Store C,Yes,Online,1,Night
4/13/2024,Espresso,94,3.36,North,Store D,Yes,Online,1,Night
4/13/2024,Cappuccino,77,5.23,East,Store B,Yes,Delivery,4,Evening
4/13/2024,Latte,18,3.05,West,Store D,No,In-store,3,Evening
4/13/2024,Latte,19,3.89,East,Store A,Yes,Delivery,4,Night
4/13/2024,Mocha,91,3.99,North,Store C,No,Online,3,Night
4/13/2024,Cappuccino,24,3.98,West,Store B,Yes,Delivery,2,Morning
4/13/2024,Mocha,36,3.57,East,Store D,No,Online,4,Afternoon
4/13/2024,Cappuccino,8,4.6,West,Store B,No,Delivery,4,Afternoon
4/13/2024,Mocha,39,3.72,South,Store C,Yes,Delivery,2,Morning
4/13/2024,Espresso,44,4.72,North,Store A,No,In-store,4,Evening
4/13/2024,Cappuccino,35,5.47,North,Store B,Yes,Delivery,1,Afternoon
4/13/2024,Latte,53,3.95,East,Store B,Yes,Online,4,Morning
4/13/2024,Mocha,25,3.99,South,Store B,Yes,Online,3,Evening
4/14/2024,Mocha,96,3.89,South,Store A,No,Delivery,3,Night
4/14/2024,Cappuccino,3,3.15,East,Store B,Yes,In-store,2,Night
4/14/2024,Cappuccino,79,4.13,West,Store B,Yes,In-store,2,Night
4/14/2024,Cappuccino,98,4.16,South,Store B,Yes,Delivery,2,Afternoon
4/14/2024,Cappuccino,33,3.65,South,Store B,Yes,Delivery,2,Evening
4/14/2024,Latte,10,5.26,West,Store D,No,Delivery,2,Night
4/14/2024,Mocha,23,4.5,West,Store D,No,Online,3,Afternoon
4/14/2024,Mocha,32,3.04,West,Store D,No,In-store,2,Night
4/14/2024,Espresso,81,3.76,South,Store C,Yes,In-store,1,Night
4/14/2024,Espresso,69,3.48,East,Store C,Yes,Online,2,Night
4/14/2024,Cappuccino,12,3.06,South,Store C,No,In-store,2,Night
4/14/2024,Mocha,91,4.27,South,Store D,Yes,Delivery,3,Morning
4/14/2024,Latte,34,3.23,South,Store C,Yes,Delivery,3,Night
4/14/2024,Latte,68,3.63,North,Store A,No,Delivery,4,Night
4/14/2024,Espresso,12,5.22,South,Store B,No,Online,3,Night
4/14/2024,Cappuccino,10,3.01,South,Store B,No,In-store,3,Morning
4/14/2024,Latte,96,5.03,West,Store C,Yes,In-store,4,Morning
4/14/2024,Cappuccino,11,5.35,North,Store A,No,In-store,1,Morning
4/14/2024,Mocha,93,4.4,North,Store A,Yes,Delivery,2,Night
4/14/2024,Mocha,76,4.15,West,Store D,No,In-store,3,Afternoon
4/14/2024,Latte,36,4.41,East,Store D,Yes,Online,4,Evening
4/14/2024,Latte,79,3.68,West,Store C,Yes,In-store,2,Morning
4/14/2024,Espresso,13,3.62,East,Store A,No,Delivery,2,Morning
4/14/2024,Mocha,92,4.3,South,Store D,No,Online,4,Afternoon
4/15/2024,Latte,2,5.23,East,Store A,No,Delivery,3,Evening
4/15/2024,Espresso,85,4.11,South,Store D,No,Delivery,2,Afternoon
4/15/2024,Espresso,85,3.59,South,Store C,Yes,In-store,1,Morning
4/15/2024,Mocha,51,4.39,West,Store C,Yes,Delivery,1,Afternoon
4/15/2024,Latte,54,4.55,North,Store D,Yes,In-store,3,Morning
4/15/2024,Espresso,59,5.15,South,Store C,Yes,In-store,3,Afternoon
4/15/2024,Mocha,51,3.76,South,Store D,Yes,In-store,3,Night
4/15/2024,Cappuccino,13,3.17,North,Store B,Yes,In-store,3,Evening
4/15/2024,Mocha,84,4.49,South,Store A,No,Delivery,1,Evening
4/15/2024,Espresso,48,4.74,South,Store C,No,Online,3,Morning
4/15/2024,Espresso,48,4.1,South,Store C,No,Delivery,1,Evening
4/15/2024,Cappuccino,95,4.26,East,Store C,Yes,Delivery,2,Morning
4/15/2024,Cappuccino,45,3.44,East,Store B,Yes,Delivery,1,Morning
4/15/2024,Mocha,77,5.29,West,Store B,No,In-store,4,Afternoon
4/15/2024,Espresso,62,4.2,North,Store B,Yes,Delivery,4,Morning
4/15/2024,Mocha,79,3.79,West,Store A,Yes,Delivery,2,Morning
4/15/2024,Cappuccino,61,4.09,North,Store B,No,Delivery,4,Evening
4/15/2024,Mocha,66,4.05,South,Store C,Yes,In-store,3,Afternoon
4/15/2024,Latte,19,4.24,North,Store D,Yes,In-store,2,Evening
4/15/2024,Mocha,70,4.39,North,Store A,No,Delivery,1,Afternoon
4/15/2024,Latte,4,5.06,West,Store A,Yes,Delivery,4,Evening
4/15/2024,Cappuccino,25,5.07,East,Store C,No,Online,2,Evening
4/15/2024,Espresso,84,4.4,West,Store A,No,Delivery,2,Afternoon
4/15/2024,Latte,80,4.11,North,Store B,Yes,Online,3,Night
4/16/2024,Latte,67,4.4,West,Store A,No,Online,3,Evening
4/16/2024,Cappuccino,10,4.92,East,Store A,No,In-store,1,Night
4/16/2024,Espresso,33,5.45,West,Store B,Yes,Delivery,3,Evening
4/16/2024,Latte,91,4.13,North,Store D,Yes,In-store,3,Morning
4/16/2024,Cappuccino,22,4.44,South,Store B,No,Online,2,Afternoon
4/16/2024,Cappuccino,9,3.22,North,Store B,Yes,Delivery,4,Night
4/16/2024,Mocha,73,4.61,East,Store A,Yes,Delivery,1,Evening
4/16/2024,Mocha,44,3.79,East,Store B,No,Online,2,Night
4/16/2024,Espresso,80,5.24,East,Store A,No,Online,3,Evening
4/16/2024,Espresso,67,3.97,East,Store D,No,Online,4,Night
4/16/2024,Cappuccino,43,3.2,South,Store B,No,In-store,4,Afternoon
4/16/2024,Espresso,39,3.99,East,Store C,No,Online,4,Evening
4/16/2024,Latte,81,3.85,North,Store D,No,Online,4,Evening
4/16/2024,Espresso,2,3.58,East,Store D,No,In-store,2,Morning
4/16/2024,Espresso,25,3.28,West,Store D,No,Online,4,Afternoon
4/16/2024,Latte,16,3.27,North,Store B,No,In-store,2,Afternoon
4/16/2024,Latte,89,3.36,East,Store D,No,In-store,3,Night
4/16/2024,Espresso,84,4.78,East,Store A,No,Delivery,2,Afternoon
4/16/2024,Latte,36,3.29,East,Store A,No,Delivery,3,Night
4/16/2024,Espresso,36,4.79,North,Store D,No,Delivery,2,Afternoon
4/16/2024,Cappuccino,83,3.87,North,Store B,Yes,Online,1,Night
4/16/2024,Cappuccino,90,3.85,North,Store B,No,Delivery,3,Night
4/16/2024,Cappuccino,54,4.55,North,Store D,Yes,In-store,3,Night
4/16/2024,Latte,45,4.59,East,Store B,Yes,Online,4,Morning
4/17/2024,Espresso,34,4.15,South,Store D,No,Online,1,Morning
4/17/2024,Espresso,11,3.87,West,Store B,Yes,Online,1,Afternoon
4/17/2024,Latte,59,4.67,West,Store B,No,Delivery,3,Night
4/17/2024,Espresso,46,4.26,South,Store C,No,Delivery,1,Afternoon
4/17/2024,Mocha,51,4.8,South,Store C,No,In-store,3,Morning
4/17/2024,Espresso,23,5.16,East,Store A,Yes,Online,3,Evening
4/17/2024,Cappuccino,12,4.11,West,Store A,Yes,Delivery,3,Afternoon
4/17/2024,Cappuccino,24,3.36,South,Store A,No,Online,2,Afternoon
4/17/2024,Espresso,65,3.55,South,Store D,No,Delivery,3,Night
4/17/2024,Mocha,96,3.95,East,Store B,No,In-store,4,Afternoon
4/17/2024,Latte,59,4.64,South,Store C,No,In-store,3,Evening
4/17/2024,Espresso,58,3.79,East,Store C,No,Online,4,Night
4/17/2024,Cappuccino,75,3.64,East,Store A,No,Online,4,Night
4/17/2024,Cappuccino,48,3.6,West,Store C,Yes,Online,3,Night
4/17/2024,Espresso,1,5.28,East,Store A,No,Delivery,3,Afternoon
4/17/2024,Latte,70,5.45,East,Store B,No,In-store,2,Morning
4/17/2024,Latte,92,3.23,South,Store A,No,Delivery,2,Evening
4/17/2024,Cappuccino,33,3.12,South,Store B,No,In-store,2,Morning
4/17/2024,Mocha,32,3.71,West,Store C,No,Online,2,Night
4/17/2024,Cappuccino,85,3.69,South,Store B,Yes,Online,2,Evening
4/17/2024,Mocha,19,4.06,North,Store B,Yes,In-store,4,Evening
4/17/2024,Latte,38,3.89,South,Store C,Yes,In-store,4,Evening
4/17/2024,Mocha,56,3.59,West,Store A,No,Delivery,4,Evening
4/17/2024,Espresso,84,5.39,West,Store C,No,Online,2,Afternoon
4/18/2024,Latte,27,3.19,North,Store B,No,Delivery,2,Evening
4/18/2024,Latte,61,4.71,South,Store A,Yes,Online,3,Evening
4/18/2024,Espresso,74,5.14,South,Store B,Yes,In-store,2,Night
4/18/2024,Mocha,74,5.44,North,Store D,Yes,In-store,2,Morning
4/18/2024,Latte,9,3.87,North,Store B,Yes,Online,1,Afternoon
4/18/2024,Mocha,8,3.41,South,Store B,Yes,In-store,3,Night
4/18/2024,Espresso,38,3.85,North,Store C,No,Delivery,3,Night
4/18/2024,Espresso,75,4.94,East,Store A,Yes,Online,3,Evening
4/18/2024,Cappuccino,21,4.92,West,Store B,No,Online,1,Morning
4/18/2024,Mocha,45,4.13,North,Store C,No,In-store,2,Evening
4/18/2024,Latte,50,3.32,East,Store D,Yes,Delivery,1,Afternoon
4/18/2024,Cappuccino,89,4.22,East,Store D,No,Online,2,Night
4/18/2024,Espresso,18,4.06,East,Store D,Yes,Online,3,Night
4/18/2024,Cappuccino,93,5.12,East,Store D,No,In-store,3,Evening
4/18/2024,Latte,88,4.51,East,Store B,No,In-store,3,Night
4/18/2024,Espresso,51,3.82,East,Store C,No,Online,2,Evening
4/18/2024,Mocha,50,3.82,South,Store A,No,Online,1,Night
4/18/2024,Mocha,30,3.65,North,Store A,Yes,In-store,2,Evening
4/18/2024,Mocha,100,4.44,West,Store C,Yes,In-store,2,Night
4/18/2024,Espresso,41,3.11,East,Store C,No,Online,1,Morning
4/18/2024,Espresso,37,4.77,North,Store C,No,Online,2,Morning
4/18/2024,Mocha,14,3.86,East,Store B,No,In-store,4,Night
4/18/2024,Mocha,65,3.2,North,Store C,No,Online,1,Night
4/18/2024,Latte,30,5.37,East,Store C,Yes,Delivery,1,Morning
4/19/2024,Latte,95,4.0,South,Store C,No,Online,4,Night
4/19/2024,Latte,17,3.07,South,Store D,Yes,In-store,4,Morning
4/19/2024,Cappuccino,2,3.76,South,Store B,Yes,In-store,3,Afternoon
4/19/2024,Mocha,2,4.12,North,Store D,Yes,Delivery,2,Morning
4/19/2024,Cappuccino,42,4.45,South,Store D,No,Online,3,Night
4/19/2024,Cappuccino,49,5.3,West,Store D,Yes,Delivery,2,Morning
4/19/2024,Cappuccino,62,5.35,West,Store D,No,In-store,1,Evening
4/19/2024,Espresso,77,5.3,North,Store D,No,In-store,4,Evening
4/19/2024,Cappuccino,60,3.16,East,Store C,Yes,In-store,1,Evening
4/19/2024,Cappuccino,99,4.59,South,Store C,Yes,Delivery,1,Evening
4/19/2024,Espresso,33,4.46,East,Store A,Yes,Delivery,3,Night
4/19/2024,Espresso,60,4.06,West,Store C,No,Delivery,4,Evening
4/19/2024,Mocha,68,5.12,South,Store A,Yes,Online,2,Evening
4/19/2024,Mocha,44,4.41,West,Store A,Yes,Online,2,Night
4/19/2024,Cappuccino,54,3.67,West,Store D,No,Delivery,2,Night
4/19/2024,Mocha,55,5.46,East,Store A,Yes,In-store,2,Morning
4/19/2024,Espresso,41,3.95,North,Store C,Yes,Delivery,2,Morning
4/19/2024,Espresso,59,3.39,South,Store C,Yes,Delivery,2,Evening
4/19/2024,Cappuccino,97,3.93,East,Store C,No,Delivery,2,Afternoon
4/19/2024,Latte,16,4.28,North,Store D,Yes,In-store,1,Morning
4/19/2024,Espresso,17,4.03,East,Store C,Yes,Online,4,Night
4/19/2024,Mocha,31,3.15,West,Store C,No,Delivery,4,Morning
4/19/2024,Mocha,7,3.11,West,Store D,Yes,Delivery,1,Afternoon
4/19/2024,Latte,53,3.33,South,Store A,No,Delivery,1,Night
4/20/2024,Latte,60,4.32,North,Store D,Yes,In-store,4,Morning
4/20/2024,Mocha,23,4.45,West,Store B,No,Delivery,1,Evening
4/20/2024,Mocha,43,3.24,West,Store D,Yes,Delivery,3,Afternoon
4/20/2024,Espresso,69,5.36,South,Store D,Yes,In-store,4,Evening
4/20/2024,Latte,84,5.28,North,Store B,Yes,Delivery,1,Night
4/20/2024,Cappuccino,44,3.01,North,Store A,No,Delivery,4,Afternoon
4/20/2024,Mocha,85,4.55,East,Store A,No,In-store,2,Night
4/20/2024,Mocha,24,3.83,South,Store C,No,Online,4,Night
4/20/2024,Latte,75,4.42,South,Store A,No,Online,2,Afternoon
4/20/2024,Cappuccino,22,3.14,North,Store C,Yes,Online,1,Morning
4/20/2024,Mocha,60,3.89,North,Store D,No,In-store,1,Evening
4/20/2024,Espresso,58,4.62,East,Store D,Yes,In-store,1,Morning
4/20/2024,Latte,78,4.65,West,Store B,Yes,In-store,3,Evening
