Promotion ID,Product,Promotion Type,Start Date,End Date,Regions Targeted,Success Rate (%)
P2243,Cappuccino,Bundle,4/3/2024,4/4/2024,West,38.75
P2244,Cappuccino,BOGO,4/3/2024,4/4/2024,East,64.92
P2245,Cappuccino,Bundle,4/3/2024,4/4/2024,South,88.59
P2246,Cappuccino,Free Sample,4/3/2024,4/4/2024,East,55.08
P2247,Cappuccino,Free Sample,4/3/2024,4/4/2024,West,47.11
P2248,Espresso,Free Sample,4/3/2024,4/4/2024,North,34.08
P2249,Espresso,Free Sample,4/3/2024,4/4/2024,West,12.5
P2250,Espresso,Discount,4/3/2024,4/4/2024,East,74.88
P2251,Espresso,BOGO,4/3/2024,4/4/2024,South,72.38
P2252,Cappuccino,Free Sample,4/3/2024,4/4/2024,South,65.74
P2253,Mocha,BOGO,4/3/2024,4/4/2024,South,75.62
P2254,Cappuccino,Bundle,4/3/2024,4/4/2024,East,29.17
P2255,Latte,Free Sample,4/3/2024,4/4/2024,South,80.72
P2256,Mocha,Bundle,4/3/2024,4/4/2024,East,21.31
P2257,Cappuccino,Discount,4/4/2024,4/5/2024,North,42.58
P2258,Mocha,BOGO,4/4/2024,4/5/2024,West,79.08
P2259,Espresso,BOGO,4/4/2024,4/5/2024,South,17.46
P2260,Espresso,Discount,4/4/2024,4/5/2024,North,12.37
P2261,Espresso,Free Sample,4/4/2024,4/5/2024,North,34.97
P2262,Mocha,Discount,4/4/2024,4/5/2024,North,56.29
P2263,Latte,BOGO,4/4/2024,4/5/2024,East,27.24
P2264,Latte,BOGO,4/4/2024,4/5/2024,East,82.8
P2265,Cappuccino,Discount,4/4/2024,4/5/2024,South,18.0
P2266,Cappuccino,BOGO,4/4/2024,4/5/2024,East,86.62
P2267,Mocha,BOGO,4/4/2024,4/5/2024,South,43.55
P2268,Cappuccino,Discount,4/4/2024,4/5/2024,West,35.18
P2269,Latte,Free Sample,4/4/2024,4/5/2024,East,61.04
P2270,Mocha,Discount,4/4/2024,4/5/2024,West,51.64
P2271,Espresso,Bundle,4/4/2024,4/5/2024,North,56.98
P2272,Latte,BOGO,4/4/2024,4/5/2024,West,21.45
P2273,Latte,Discount,4/4/2024,4/5/2024,South,12.12
P2274,Espresso,Discount,4/4/2024,4/5/2024,East,18.22
P2275,Mocha,Bundle,4/4/2024,4/5/2024,West,39.02
P2276,Mocha,Free Sample,4/4/2024,4/5/2024,West,14.22
P2277,Cappuccino,Discount,4/4/2024,4/5/2024,West,65.97
P2278,Cappuccino,Free Sample,4/4/2024,4/5/2024,North,54.94
P2279,Mocha,BOGO,4/4/2024,4/5/2024,West,10.7
P2280,Mocha,Bundle,4/4/2024,4/5/2024,North,54.42
P2281,Latte,Discount,4/5/2024,4/6/2024,East,58.42
P2282,Latte,Discount,4/5/2024,4/6/2024,West,30.78
P2283,Espresso,BOGO,4/5/2024,4/6/2024,South,28.11
P2284,Cappuccino,Free Sample,4/5/2024,4/6/2024,West,70.53
P2285,Cappuccino,Bundle,4/5/2024,4/6/2024,North,80.15
P2286,Cappuccino,Free Sample,4/5/2024,4/6/2024,East,89.67
P2287,Cappuccino,Bundle,4/5/2024,4/6/2024,West,41.73
P2288,Cappuccino,Bundle,4/5/2024,4/6/2024,West,51.35
P2289,Espresso,BOGO,4/5/2024,4/6/2024,East,52.34
P2290,Mocha,Free Sample,4/5/2024,4/6/2024,East,25.66
P2291,Mocha,Discount,4/5/2024,4/6/2024,West,86.55
P2292,Mocha,BOGO,4/5/2024,4/6/2024,South,55.94
P2293,Mocha,Bundle,4/5/2024,4/6/2024,East,47.89
P2294,Espresso,BOGO,4/5/2024,4/6/2024,West,65.32
P2295,Mocha,Free Sample,4/5/2024,4/6/2024,West,76.58
P2296,Mocha,Discount,4/5/2024,4/6/2024,South,43.44
P2297,Cappuccino,Discount,4/5/2024,4/6/2024,North,57.14
P2298,Latte,Free Sample,4/5/2024,4/6/2024,West,60.62
P2299,Mocha,Bundle,4/5/2024,4/6/2024,West,69.88
P2300,Espresso,Discount,4/5/2024,4/6/2024,East,74.68
P2301,Latte,Free Sample,4/5/2024,4/6/2024,South,14.84
P2302,Espresso,Discount,4/5/2024,4/6/2024,North,60.08
P2303,Latte,Bundle,4/5/2024,4/6/2024,East,81.3
P2304,Latte,Bundle,4/5/2024,4/6/2024,East,79.66
P2305,Latte,BOGO,4/6/2024,4/7/2024,North,55.02
P2306,Cappuccino,Free Sample,4/6/2024,4/7/2024,South,74.7
P2307,Latte,BOGO,4/6/2024,4/7/2024,West,42.36
P2308,Espresso,Free Sample,4/6/2024,4/7/2024,South,89.24
P2309,Latte,Bundle,4/6/2024,4/7/2024,North,84.22
P2310,Latte,Discount,4/6/2024,4/7/2024,North,77.0
P2311,Cappuccino,Free Sample,4/6/2024,4/7/2024,East,88.28
P2312,Latte,Bundle,4/6/2024,4/7/2024,North,83.4
P2313,Latte,BOGO,4/6/2024,4/7/2024,West,82.87
P2314,Cappuccino,BOGO,4/6/2024,4/7/2024,South,45.56
P2315,Latte,Discount,4/6/2024,4/7/2024,East,50.85
P2316,Espresso,Discount,4/6/2024,4/7/2024,East,31.2
P2317,Espresso,BOGO,4/6/2024,4/7/2024,South,28.85
P2318,Espresso,BOGO,4/6/2024,4/7/2024,West,41.81
P2319,Mocha,Bundle,4/6/2024,4/7/2024,South,25.62
P2320,Cappuccino,Bundle,4/6/2024,4/7/2024,North,70.16
P2321,Latte,Free Sample,4/6/2024,4/7/2024,South,42.51
P2322,Mocha,Bundle,4/6/2024,4/7/2024,South,73.96
P2323,Mocha,Free Sample,4/6/2024,4/7/2024,North,66.98
P2324,Mocha,BOGO,4/6/2024,4/7/2024,West,82.18
P2325,Espresso,Bundle,4/6/2024,4/7/2024,North,30.53
P2326,Cappuccino,Discount,4/6/2024,4/7/2024,North,84.02
P2327,Cappuccino,Discount,4/6/2024,4/7/2024,West,30.15
P2328,Latte,Discount,4/6/2024,4/7/2024,North,54.07
P2329,Latte,BOGO,4/7/2024,4/8/2024,North,30.09
P2330,Espresso,Bundle,4/7/2024,4/8/2024,West,35.1
P2331,Mocha,Discount,4/7/2024,4/8/2024,West,20.41
P2332,Cappuccino,Bundle,4/7/2024,4/8/2024,West,59.22
P2333,Mocha,Bundle,4/7/2024,4/8/2024,West,76.16
P2334,Latte,Free Sample,4/7/2024,4/8/2024,West,61.43
P2335,Cappuccino,Discount,4/7/2024,4/8/2024,West,37.22
P2336,Espresso,Free Sample,4/7/2024,4/8/2024,East,83.55
P2337,Espresso,Free Sample,4/7/2024,4/8/2024,West,72.58
P2338,Latte,Discount,4/7/2024,4/8/2024,West,13.87
P2339,Latte,BOGO,4/7/2024,4/8/2024,West,47.17
P2340,Mocha,Discount,4/7/2024,4/8/2024,South,28.15
P2341,Latte,Bundle,4/7/2024,4/8/2024,South,28.85
P2342,Cappuccino,BOGO,4/7/2024,4/8/2024,East,53.1
P2343,Mocha,Discount,4/7/2024,4/8/2024,East,66.11
P2344,Latte,Free Sample,4/7/2024,4/8/2024,West,57.48
P2345,Espresso,Discount,4/7/2024,4/8/2024,West,53.7
P2346,Espresso,Free Sample,4/7/2024,4/8/2024,North,20.57
P2347,Espresso,Free Sample,4/7/2024,4/8/2024,West,28.46
P2348,Latte,Discount,4/7/2024,4/8/2024,South,19.97
P2349,Cappuccino,Free Sample,4/7/2024,4/8/2024,South,57.68
P2350,Espresso,Free Sample,4/7/2024,4/8/2024,North,75.33
P2351,Latte,Bundle,4/7/2024,4/8/2024,West,17.82
P2352,Cappuccino,Discount,4/7/2024,4/8/2024,East,44.55
P2353,Mocha,Free Sample,4/8/2024,4/9/2024,South,47.64
P2354,Cappuccino,BOGO,4/8/2024,4/9/2024,South,52.37
P2355,Espresso,Free Sample,4/8/2024,4/9/2024,West,43.57
P2356,Cappuccino,BOGO,4/8/2024,4/9/2024,South,73.53
P2357,Latte,BOGO,4/8/2024,4/9/2024,West,61.29
P2358,Espresso,Discount,4/8/2024,4/9/2024,West,70.33
P2359,Cappuccino,Discount,4/8/2024,4/9/2024,North,76.53
P2360,Mocha,Free Sample,4/8/2024,4/9/2024,East,63.71
P2361,Latte,BOGO,4/8/2024,4/9/2024,East,11.94
P2362,Latte,BOGO,4/8/2024,4/9/2024,North,43.67
P2363,Espresso,Discount,4/8/2024,4/9/2024,East,79.44
P2364,Latte,BOGO,4/8/2024,4/9/2024,South,63.43
P2365,Mocha,Discount,4/8/2024,4/9/2024,South,30.19
P2366,Mocha,BOGO,4/8/2024,4/9/2024,South,19.64
P2367,Latte,Discount,4/8/2024,4/9/2024,North,16.57
P2368,Mocha,Free Sample,4/8/2024,4/9/2024,East,24.14
P2369,Mocha,Bundle,4/8/2024,4/9/2024,East,71.78
P2370,Latte,BOGO,4/8/2024,4/9/2024,North,89.34
P2371,Mocha,BOGO,4/8/2024,4/9/2024,South,67.88
P2372,Espresso,BOGO,4/8/2024,4/9/2024,East,77.91
P2373,Cappuccino,Bundle,4/8/2024,4/9/2024,East,50.28
P2374,Mocha,Free Sample,4/8/2024,4/9/2024,North,15.03
P2375,Cappuccino,BOGO,4/8/2024,4/9/2024,North,76.66
P2376,Cappuccino,Free Sample,4/8/2024,4/9/2024,South,53.14
P2377,Mocha,BOGO,4/9/2024,4/10/2024,North,63.41
P2378,Mocha,Free Sample,4/9/2024,4/10/2024,North,52.78
P2379,Mocha,BOGO,4/9/2024,4/10/2024,South,41.17
P2380,Latte,Discount,4/9/2024,4/10/2024,East,64.2
P2381,Cappuccino,BOGO,4/9/2024,4/10/2024,North,80.16
P2382,Cappuccino,Bundle,4/9/2024,4/10/2024,North,19.22
P2383,Espresso,Discount,4/9/2024,4/10/2024,West,69.93
P2384,Cappuccino,Discount,4/9/2024,4/10/2024,West,40.39
P2385,Mocha,BOGO,4/9/2024,4/10/2024,North,39.16
P2386,Latte,Free Sample,4/9/2024,4/10/2024,South,72.84
P2387,Espresso,Free Sample,4/9/2024,4/10/2024,North,85.22
P2388,Cappuccino,Discount,4/9/2024,4/10/2024,North,61.57
P2389,Mocha,Free Sample,4/9/2024,4/10/2024,West,74.37
P2390,Cappuccino,Free Sample,4/9/2024,4/10/2024,South,53.8
P2391,Espresso,BOGO,4/9/2024,4/10/2024,East,51.8
P2392,Mocha,BOGO,4/9/2024,4/10/2024,East,53.04
P2393,Latte,Bundle,4/9/2024,4/10/2024,North,18.17
P2394,Cappuccino,Bundle,4/9/2024,4/10/2024,North,15.25
P2395,Mocha,Free Sample,4/9/2024,4/10/2024,East,29.43
P2396,Latte,BOGO,4/9/2024,4/10/2024,South,35.83
P2397,Espresso,BOGO,4/9/2024,4/10/2024,West,26.47
P2398,Mocha,BOGO,4/9/2024,4/10/2024,South,40.62
P2399,Latte,Discount,4/9/2024,4/10/2024,North,61.44
P2400,Latte,Discount,4/9/2024,4/10/2024,East,89.76
P2401,Cappuccino,Discount,4/10/2024,4/11/2024,North,73.71
P2402,Cappuccino,BOGO,4/10/2024,4/11/2024,West,76.42
P2403,Espresso,Discount,4/10/2024,4/11/2024,East,47.46
P2404,Mocha,BOGO,4/10/2024,4/11/2024,South,64.28
P2405,Espresso,Discount,4/10/2024,4/11/2024,East,32.53
P2406,Mocha,BOGO,4/10/2024,4/11/2024,West,21.39
P2407,Mocha,Discount,4/10/2024,4/11/2024,North,12.39
P2408,Mocha,Bundle,4/10/2024,4/11/2024,North,18.99
P2409,Cappuccino,Free Sample,4/10/2024,4/11/2024,West,22.18
P2410,Cappuccino,BOGO,4/10/2024,4/11/2024,East,70.33
P2411,Latte,BOGO,4/10/2024,4/11/2024,North,67.73
P2412,Latte,BOGO,4/10/2024,4/11/2024,West,63.31
P2413,Cappuccino,BOGO,4/10/2024,4/11/2024,West,24.28
P2414,Latte,Bundle,4/10/2024,4/11/2024,West,77.5
P2415,Cappuccino,Bundle,4/10/2024,4/11/2024,South,11.9
P2416,Mocha,BOGO,4/10/2024,4/11/2024,South,69.63
P2417,Espresso,Bundle,4/10/2024,4/11/2024,South,56.61
P2418,Espresso,Bundle,4/10/2024,4/11/2024,North,22.35
P2419,Latte,Free Sample,4/10/2024,4/11/2024,West,16.91
P2420,Latte,Bundle,4/10/2024,4/11/2024,South,69.66
P2421,Cappuccino,Discount,4/10/2024,4/11/2024,West,88.43
P2422,Latte,Free Sample,4/10/2024,4/11/2024,North,41.22
P2423,Latte,Discount,4/10/2024,4/11/2024,South,11.09
P2424,Espresso,Free Sample,4/10/2024,4/11/2024,West,59.05
P2425,Latte,Bundle,4/11/2024,4/12/2024,South,53.91
P2426,Espresso,BOGO,4/11/2024,4/12/2024,South,55.43
P2427,Cappuccino,BOGO,4/11/2024,4/12/2024,South,19.98
P2428,Espresso,BOGO,4/11/2024,4/12/2024,North,60.51
P2429,Cappuccino,Free Sample,4/11/2024,4/12/2024,North,69.42
P2430,Cappuccino,Bundle,4/11/2024,4/12/2024,South,40.83
P2431,Espresso,Discount,4/11/2024,4/12/2024,South,55.14
P2432,Mocha,BOGO,4/11/2024,4/12/2024,East,10.42
P2433,Latte,Bundle,4/11/2024,4/12/2024,West,10.85
P2434,Latte,Discount,4/11/2024,4/12/2024,West,57.78
P2435,Latte,Discount,4/11/2024,4/12/2024,North,48.96
P2436,Mocha,Bundle,4/11/2024,4/12/2024,East,75.77
P2437,Cappuccino,Bundle,4/11/2024,4/12/2024,North,63.71
P2438,Latte,Bundle,4/11/2024,4/12/2024,North,47.94
P2439,Espresso,Discount,4/11/2024,4/12/2024,South,45.0
P2440,Latte,Discount,4/11/2024,4/12/2024,East,23.73
P2441,Mocha,Bundle,4/11/2024,4/12/2024,South,56.86
P2442,Latte,Discount,4/11/2024,4/12/2024,East,80.07
P2443,Cappuccino,Discount,4/11/2024,4/12/2024,West,21.22
P2444,Latte,Discount,4/11/2024,4/12/2024,South,68.4
P2445,Espresso,Discount,4/11/2024,4/12/2024,West,65.22
P2446,Mocha,BOGO,4/11/2024,4/12/2024,South,50.62
P2447,Cappuccino,Free Sample,4/11/2024,4/12/2024,North,26.73
P2448,Mocha,Bundle,4/11/2024,4/12/2024,South,32.67
P2449,Cappuccino,BOGO,4/12/2024,4/13/2024,West,64.12
P2450,Latte,Free Sample,4/12/2024,4/13/2024,North,35.47
P2451,Cappuccino,Bundle,4/12/2024,4/13/2024,South,32.77
P2452,Cappuccino,BOGO,4/12/2024,4/13/2024,North,26.41
P2453,Mocha,Bundle,4/12/2024,4/13/2024,South,49.07
P2454,Cappuccino,Bundle,4/12/2024,4/13/2024,South,17.19
P2455,Cappuccino,BOGO,4/12/2024,4/13/2024,West,46.5
P2456,Mocha,BOGO,4/12/2024,4/13/2024,South,70.69
P2457,Mocha,BOGO,4/12/2024,4/13/2024,West,39.32
P2458,Cappuccino,Discount,4/12/2024,4/13/2024,East,82.58
P2459,Cappuccino,Free Sample,4/12/2024,4/13/2024,North,28.12
P2460,Latte,Discount,4/12/2024,4/13/2024,West,46.6
P2461,Espresso,Bundle,4/12/2024,4/13/2024,West,47.06
P2462,Cappuccino,Bundle,4/12/2024,4/13/2024,East,73.43
P2463,Mocha,BOGO,4/12/2024,4/13/2024,East,61.8
P2464,Cappuccino,BOGO,4/12/2024,4/13/2024,North,26.03
P2465,Espresso,Discount,4/12/2024,4/13/2024,South,42.66
P2466,Espresso,Bundle,4/12/2024,4/13/2024,West,85.8
P2467,Latte,Free Sample,4/12/2024,4/13/2024,South,55.37
P2468,Cappuccino,Discount,4/12/2024,4/13/2024,West,12.78
P2469,Cappuccino,Free Sample,4/12/2024,4/13/2024,South,71.01
P2470,Cappuccino,BOGO,4/12/2024,4/13/2024,South,72.83
P2471,Latte,Bundle,4/12/2024,4/13/2024,North,35.01
P2472,Cappuccino,Bundle,4/12/2024,4/13/2024,West,70.5
P2473,Cappuccino,BOGO,4/13/2024,4/14/2024,South,62.61
P2474,Espresso,Free Sample,4/13/2024,4/14/2024,East,19.71
P2475,Latte,Free Sample,4/13/2024,4/14/2024,South,88.44
P2476,Mocha,Discount,4/13/2024,4/14/2024,East,36.19
P2477,Espresso,Discount,4/13/2024,4/14/2024,East,34.1
P2478,Espresso,Free Sample,4/13/2024,4/14/2024,East,28.55
P2479,Espresso,BOGO,4/13/2024,4/14/2024,North,55.01
P2480,Latte,BOGO,4/13/2024,4/14/2024,North,26.78
P2481,Latte,Bundle,4/13/2024,4/14/2024,East,77.67
P2482,Cappuccino,BOGO,4/13/2024,4/14/2024,West,84.31
P2483,Cappuccino,Free Sample,4/13/2024,4/14/2024,South,75.44
P2484,Latte,Free Sample,4/13/2024,4/14/2024,East,67.23
P2485,Mocha,Bundle,4/13/2024,4/14/2024,North,39.17
P2486,Cappuccino,BOGO,4/13/2024,4/14/2024,West,27.74
P2487,Cappuccino,Discount,4/13/2024,4/14/2024,North,50.57
P2488,Cappuccino,Free Sample,4/13/2024,4/14/2024,East,46.62
P2489,Mocha,Bundle,4/13/2024,4/14/2024,North,47.12
P2490,Latte,BOGO,4/13/2024,4/14/2024,East,25.98
P2491,Latte,Free Sample,4/13/2024,4/14/2024,East,14.44
P2492,Espresso,Bundle,4/13/2024,4/14/2024,North,86.84
P2493,Latte,Discount,4/13/2024,4/14/2024,North,89.11
P2494,Espresso,Discount,4/13/2024,4/14/2024,West,24.65
P2495,Latte,Bundle,4/13/2024,4/14/2024,East,71.93
P2496,Espresso,Discount,4/13/2024,4/14/2024,South,20.1
P2497,Latte,Free Sample,4/14/2024,4/15/2024,East,79.54
P2498,Cappuccino,BOGO,4/14/2024,4/15/2024,South,87.79
P2499,Mocha,Bundle,4/14/2024,4/15/2024,East,77.31
P2500,Espresso,Free Sample,4/14/2024,4/15/2024,West,53.08
P2501,Espresso,Discount,4/14/2024,4/15/2024,West,80.75
P2502,Mocha,BOGO,4/14/2024,4/15/2024,South,61.15
P2503,Mocha,Discount,4/14/2024,4/15/2024,South,46.63
P2504,Latte,Free Sample,4/14/2024,4/15/2024,West,44.82
P2505,Mocha,Bundle,4/14/2024,4/15/2024,South,38.89
P2506,Mocha,Free Sample,4/14/2024,4/15/2024,North,47.37
P2507,Mocha,BOGO,4/14/2024,4/15/2024,North,35.27
P2508,Mocha,BOGO,4/14/2024,4/15/2024,North,19.21
P2509,Latte,Bundle,4/14/2024,4/15/2024,South,15.42
P2510,Latte,Bundle,4/14/2024,4/15/2024,West,75.42
P2511,Espresso,Free Sample,4/14/2024,4/15/2024,West,44.23
P2512,Espresso,BOGO,4/14/2024,4/15/2024,East,80.22
P2513,Cappuccino,BOGO,4/14/2024,4/15/2024,West,19.45
P2514,Cappuccino,Discount,4/14/2024,4/15/2024,West,85.21
P2515,Espresso,Discount,4/14/2024,4/15/2024,West,11.38
P2516,Latte,Free Sample,4/14/2024,4/15/2024,West,68.62
P2517,Mocha,Free Sample,4/14/2024,4/15/2024,South,70.9
P2518,Espresso,Free Sample,4/14/2024,4/15/2024,East,50.39
P2519,Espresso,Discount,4/14/2024,4/15/2024,South,23.84
P2520,Latte,BOGO,4/14/2024,4/15/2024,West,33.84
P2521,Latte,Discount,4/15/2024,4/16/2024,East,86.82
P2522,Mocha,BOGO,4/15/2024,4/16/2024,West,20.93
P2523,Latte,Discount,4/15/2024,4/16/2024,West,31.09
P2524,Mocha,Discount,4/15/2024,4/16/2024,North,28.74
P2525,Latte,BOGO,4/15/2024,4/16/2024,North,31.4
P2526,Espresso,BOGO,4/15/2024,4/16/2024,South,59.95
P2527,Latte,BOGO,4/15/2024,4/16/2024,East,50.33
P2528,Mocha,Free Sample,4/15/2024,4/16/2024,West,84.44
P2529,Mocha,BOGO,4/15/2024,4/16/2024,East,35.15
P2530,Latte,Discount,4/15/2024,4/16/2024,South,63.75
P2531,Latte,Discount,4/15/2024,4/16/2024,East,61.3
P2532,Espresso,Bundle,4/15/2024,4/16/2024,West,70.2
P2533,Cappuccino,Discount,4/15/2024,4/16/2024,North,16.77
P2534,Mocha,BOGO,4/15/2024,4/16/2024,East,76.1
P2535,Latte,Discount,4/15/2024,4/16/2024,East,28.69
P2536,Mocha,Discount,4/15/2024,4/16/2024,West,41.28
P2537,Espresso,Discount,4/15/2024,4/16/2024,North,52.89
P2538,Latte,Discount,4/15/2024,4/16/2024,South,84.56
P2539,Espresso,Bundle,4/15/2024,4/16/2024,East,81.01
P2540,Espresso,Bundle,4/15/2024,4/16/2024,West,25.32
P2541,Cappuccino,Bundle,4/15/2024,4/16/2024,North,53.17
P2542,Espresso,Free Sample,4/15/2024,4/16/2024,West,28.22
P2543,Cappuccino,BOGO,4/15/2024,4/16/2024,North,22.47
P2544,Espresso,Discount,4/15/2024,4/16/2024,East,34.87
P2545,Cappuccino,Bundle,4/16/2024,4/17/2024,North,18.48
P2546,Espresso,Bundle,4/16/2024,4/17/2024,North,61.83
P2547,Cappuccino,Discount,4/16/2024,4/17/2024,East,58.57
P2548,Cappuccino,BOGO,4/16/2024,4/17/2024,West,61.67
P2549,Cappuccino,Bundle,4/16/2024,4/17/2024,North,76.23
P2550,Latte,BOGO,4/16/2024,4/17/2024,West,77.75
P2551,Mocha,Bundle,4/16/2024,4/17/2024,South,67.56
P2552,Latte,Free Sample,4/16/2024,4/17/2024,West,38.48
P2553,Latte,BOGO,4/16/2024,4/17/2024,East,35.77
P2554,Mocha,Discount,4/16/2024,4/17/2024,South,74.46
P2555,Latte,BOGO,4/16/2024,4/17/2024,South,85.52
P2556,Mocha,Bundle,4/16/2024,4/17/2024,West,23.24
P2557,Latte,Discount,4/16/2024,4/17/2024,South,82.13
P2558,Espresso,Free Sample,4/16/2024,4/17/2024,West,44.46
P2559,Latte,Bundle,4/16/2024,4/17/2024,South,28.88
P2560,Latte,Discount,4/16/2024,4/17/2024,West,33.53
P2561,Cappuccino,Bundle,4/16/2024,4/17/2024,South,76.47
P2562,Cappuccino,BOGO,4/16/2024,4/17/2024,North,58.33
P2563,Espresso,BOGO,4/16/2024,4/17/2024,North,49.97
P2564,Latte,Free Sample,4/16/2024,4/17/2024,East,21.08
P2565,Espresso,Free Sample,4/16/2024,4/17/2024,West,40.33
P2566,Mocha,Free Sample,4/16/2024,4/17/2024,South,16.73
P2567,Espresso,Free Sample,4/16/2024,4/17/2024,South,17.37
P2568,Mocha,Bundle,4/16/2024,4/17/2024,South,40.91
P2569,Espresso,Bundle,4/17/2024,4/18/2024,East,66.71
P2570,Espresso,Free Sample,4/17/2024,4/18/2024,North,31.94
P2571,Espresso,Discount,4/17/2024,4/18/2024,West,24.75
P2572,Cappuccino,Bundle,4/17/2024,4/18/2024,North,86.9
P2573,Latte,Bundle,4/17/2024,4/18/2024,South,14.58
P2574,Mocha,Discount,4/17/2024,4/18/2024,East,66.44
P2575,Espresso,BOGO,4/17/2024,4/18/2024,North,10.62
P2576,Cappuccino,BOGO,4/17/2024,4/18/2024,North,55.17
P2577,Mocha,BOGO,4/17/2024,4/18/2024,East,16.99
P2578,Espresso,Free Sample,4/17/2024,4/18/2024,North,76.82
P2579,Cappuccino,Free Sample,4/17/2024,4/18/2024,East,42.73
P2580,Cappuccino,BOGO,4/17/2024,4/18/2024,South,58.99
P2581,Mocha,Discount,4/17/2024,4/18/2024,West,71.4
P2582,Mocha,Bundle,4/17/2024,4/18/2024,West,75.54
P2583,Cappuccino,BOGO,4/17/2024,4/18/2024,West,48.98
P2584,Latte,BOGO,4/17/2024,4/18/2024,North,58.54
P2585,Mocha,Free Sample,4/17/2024,4/18/2024,South,86.16
P2586,Mocha,Free Sample,4/17/2024,4/18/2024,South,74.93
P2587,Cappuccino,Bundle,4/17/2024,4/18/2024,East,46.27
P2588,Espresso,Bundle,4/17/2024,4/18/2024,West,59.81
P2589,Cappuccino,Bundle,4/17/2024,4/18/2024,East,84.57
P2590,Espresso,Free Sample,4/17/2024,4/18/2024,South,61.78
P2591,Cappuccino,Discount,4/17/2024,4/18/2024,East,56.54
P2592,Cappuccino,Discount,4/17/2024,4/18/2024,East,65.39
P2593,Espresso,Free Sample,4/18/2024,4/19/2024,East,47.53
P2594,Espresso,Bundle,4/18/2024,4/19/2024,South,10.53
P2595,Mocha,Free Sample,4/18/2024,4/19/2024,West,32.49
P2596,Mocha,Free Sample,4/18/2024,4/19/2024,West,57.19
P2597,Latte,Free Sample,4/18/2024,4/19/2024,North,81.71
P2598,Cappuccino,BOGO,4/18/2024,4/19/2024,South,50.85
P2599,Latte,Free Sample,4/18/2024,4/19/2024,West,78.5
P2600,Mocha,Bundle,4/18/2024,4/19/2024,West,58.24
P2601,Espresso,BOGO,4/18/2024,4/19/2024,East,85.5
P2602,Espresso,Discount,4/18/2024,4/19/2024,South,42.01
P2603,Mocha,Free Sample,4/18/2024,4/19/2024,North,65.56
P2604,Cappuccino,Bundle,4/18/2024,4/19/2024,West,48.36
P2605,Espresso,Discount,4/18/2024,4/19/2024,North,34.83
P2606,Cappuccino,Bundle,4/18/2024,4/19/2024,North,51.18
P2607,Mocha,BOGO,4/18/2024,4/19/2024,North,83.45
P2608,Cappuccino,Bundle,4/18/2024,4/19/2024,North,33.87
P2609,Cappuccino,BOGO,4/18/2024,4/19/2024,West,30.16
P2610,Latte,Discount,4/18/2024,4/19/2024,South,47.41
P2611,Latte,Free Sample,4/18/2024,4/19/2024,North,32.95
P2612,Latte,Free Sample,4/18/2024,4/19/2024,South,18.6
P2613,Cappuccino,BOGO,4/18/2024,4/19/2024,North,25.03
P2614,Latte,BOGO,4/18/2024,4/19/2024,South,48.71
P2615,Cappuccino,Bundle,4/18/2024,4/19/2024,South,37.94
P2616,Mocha,Bundle,4/18/2024,4/19/2024,North,81.91
P2617,Mocha,Free Sample,4/19/2024,4/20/2024,West,63.71
P2618,Mocha,Bundle,4/19/2024,4/20/2024,North,46.9
P2619,Espresso,BOGO,4/19/2024,4/20/2024,West,41.93
P2620,Mocha,Bundle,4/19/2024,4/20/2024,North,10.11
P2621,Espresso,Discount,4/19/2024,4/20/2024,West,28.59
P2622,Espresso,BOGO,4/19/2024,4/20/2024,South,72.56
P2623,Latte,BOGO,4/19/2024,4/20/2024,East,55.69
P2624,Espresso,Bundle,4/19/2024,4/20/2024,West,49.9
P2625,Espresso,BOGO,4/19/2024,4/20/2024,North,55.92
P2626,Mocha,BOGO,4/19/2024,4/20/2024,East,74.22
P2627,Mocha,Bundle,4/19/2024,4/20/2024,West,63.94
P2628,Latte,Free Sample,4/19/2024,4/20/2024,South,34.72
P2629,Latte,Bundle,4/19/2024,4/20/2024,West,75.54
P2630,Cappuccino,Bundle,4/19/2024,4/20/2024,West,35.86
P2631,Cappuccino,Discount,4/19/2024,4/20/2024,West,52.87
P2632,Cappuccino,Free Sample,4/19/2024,4/20/2024,South,22.51
P2633,Mocha,BOGO,4/19/2024,4/20/2024,North,48.21
P2634,Mocha,BOGO,4/19/2024,4/20/2024,East,41.13
P2635,Mocha,Discount,4/19/2024,4/20/2024,East,51.53
P2636,Mocha,Bundle,4/19/2024,4/20/2024,East,81.09
P2637,Mocha,Discount,4/19/2024,4/20/2024,South,37.84
P2638,Latte,Free Sample,4/19/2024,4/20/2024,West,15.14
P2639,Cappuccino,Bundle,4/19/2024,4/20/2024,South,33.33
P2640,Cappuccino,Free Sample,4/19/2024,4/20/2024,East,20.62
P2641,Espresso,Bundle,4/20/2024,4/21/2024,West,58.13
P2642,Mocha,Discount,4/20/2024,4/21/2024,West,51.86
P2643,Latte,Discount,4/20/2024,4/21/2024,East,12.86
P2644,Latte,Discount,4/20/2024,4/21/2024,North,61.6
P2645,Espresso,BOGO,4/20/2024,4/21/2024,East,24.07
P2646,Cappuccino,Discount,4/20/2024,4/21/2024,South,46.6
P2647,Espresso,BOGO,4/20/2024,4/21/2024,South,51.72
P2648,Mocha,Free Sample,4/20/2024,4/21/2024,West,18.94
P2649,Espresso,Free Sample,4/20/2024,4/21/2024,South,75.11
